ReviewID,Churn,Name,Longevity,TypeTravel,RoomType,RewardPoints,Comfort,ReceptionSchedule,FoodDrink,Location,Wifi,Amenities,Staff,OnlineBooking,PriceQuality,RoomSpace,CheckOut,Checkin,Cleanliness,BarService,Average,Age,Gender,label_reviews,label_categoric,final_label
4458,nochurn,Mr. Douglas Murray,no,business,single,4531,5,5,5,4,5,5,4,5,4,5,3,2,5,5,4.428571428571429,41.0,M,2,3,23
4459,nochurn,Mr. Daniel Rasmussen,yes,business,single,4668,3,3,3,3,1,4,4,5,5,5,5,2,5,3,3.642857142857143,35.0,M,2,3,23
4460,churn,Mr. Richard Guzman,yes,leisure,double,3930,4,4,4,2,5,4,5,5,5,3,5,5,5,5,4.357142857142857,49.0,M,2,2,22
4461,nochurn,Ms. Dorothy Barnes,yes,leisure,double,4464,2,2,2,2,4,5,5,5,5,5,5,5,5,5,4.071428571428571,26.0,F,1,1,11
4462,churn,Mr. Michael Wong,yes,business,single,4820,1,3,3,3,2,4,4,2,2,2,1,4,2,2,2.5,51.0,M,0,2,02
4463,churn,Ms. Katherine Long,yes,business,double,5238,2,4,4,4,5,2,3,2,2,2,2,4,2,1,2.7857142857142856,56.0,F,0,0,00
4464,nochurn,Mr. Mark Kelly,yes,business,double,4954,0,4,0,3,5,0,5,5,4,2,2,2,3,5,2.857142857142857,26.0,M,1,3,13
4465,nochurn,Mr. Corey Knight,yes,business,single,3920,2,2,2,2,3,4,4,4,4,4,4,3,4,3,3.2142857142857144,35.0,M,1,3,13
4466,nochurn,Ms. Karen Ellis,yes,business,double,4492,5,3,3,3,5,5,5,5,5,1,3,3,2,5,3.7857142857142856,27.0,F,2,1,21
4467,churn,Mr. Sean Spears,yes,business,single,4526,2,1,1,1,4,3,4,2,2,2,2,1,2,1,2.0,49.0,M,0,2,02
4468,nochurn,Ms. April Kennedy,yes,business,single,5490,2,2,2,2,4,5,4,5,5,5,5,3,5,4,3.7857142857142856,42.0,F,1,1,11
4469,nochurn,Mr. Scott Rosales,yes,business,single,2445,3,5,3,3,5,5,5,5,4,5,3,5,4,5,4.285714285714286,27.0,M,2,3,23
4470,nochurn,Mr. Joel Ellis,yes,business,single,6316,3,3,3,3,2,5,5,5,5,5,5,3,5,3,3.9285714285714284,60.0,M,2,3,23
4471,churn,Ms. Alexis Lopez,yes,business,double,5476,1,3,3,3,1,1,3,1,3,2,3,4,3,1,2.2857142857142856,27.0,F,0,0,00
4472,nochurn,Ms. Jennifer Hinton,yes,business,single,5387,2,2,2,2,2,2,1,5,5,5,5,5,5,5,3.4285714285714284,55.0,F,1,1,11
4473,nochurn,Ms. Ashley Robles,yes,business,suite,5271,3,3,3,3,3,2,3,3,5,1,2,1,1,3,2.5714285714285716,36.0,F,0,1,01
4474,churn,Mr. Corey Velasquez,no,business,double,4667,3,4,3,3,5,3,5,5,5,2,3,5,1,5,3.7142857142857144,34.0,M,2,0,20
4475,churn,Mr. John Gutierrez,yes,leisure,double,5561,2,4,5,3,1,5,1,1,4,3,4,3,5,1,3.0,40.0,M,0,2,02
4476,churn,Mr. Tony Gonzalez,no,business,double,4288,2,2,2,1,2,2,2,3,1,4,2,2,3,2,2.142857142857143,28.0,M,0,0,00
4477,nochurn,Ms. Emily Johnson,yes,business,double,5981,4,1,1,1,3,5,2,4,4,4,4,1,4,5,3.0714285714285716,48.0,F,1,1,11
4478,nochurn,Mr. Edward Strickland,yes,business,single,5070,2,2,2,2,4,5,5,4,4,3,4,3,4,3,3.357142857142857,52.0,M,1,3,13
4479,churn,Ms. Megan Peters,yes,leisure,double,6063,4,5,4,3,3,5,5,5,5,4,1,5,5,4,4.142857142857143,63.0,F,2,2,22
4480,churn,Ms. Ashley Santiago,no,business,single,5501,3,3,3,2,5,3,2,5,3,4,2,4,3,5,3.357142857142857,25.0,F,1,0,10
4481,nochurn,Ms. Melinda Pena,yes,leisure,double,5863,1,1,2,1,5,4,5,5,5,5,5,5,5,4,3.7857142857142856,26.0,F,1,1,11
4482,nochurn,Mr. Jason Howard,yes,business,single,4845,2,2,3,2,5,5,5,5,5,3,4,3,5,5,3.857142857142857,28.0,M,1,3,13
4483,nochurn,Ms. Catherine Porter,yes,business,single,4210,1,1,1,1,4,4,4,4,5,1,2,2,5,4,2.7857142857142856,17.0,F,1,1,11
4484,nochurn,Mr. Daniel Jordan,yes,business,single,3054,3,3,3,3,4,1,5,4,4,4,4,4,4,3,3.5,61.0,M,1,3,13
4485,churn,Mr. Ricky Crawford,no,business,double,5804,1,2,1,3,1,1,1,1,4,3,3,3,3,1,2.0,36.0,M,0,0,00
4486,churn,Ms. Heather Morgan,yes,business,single,4243,2,5,5,5,2,2,2,2,3,3,4,1,4,2,3.0,30.0,F,0,0,00
4487,nochurn,Mr. Justin Reed,yes,business,single,6524,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3.2857142857142856,44.0,M,2,3,23
4488,nochurn,Ms. Isabel Heath,yes,business,single,2677,4,4,4,4,3,3,3,3,3,3,5,3,5,3,3.5714285714285716,29.0,F,2,1,21
4489,churn,Ms. Lauren Kaufman,no,business,double,4161,1,1,1,3,1,2,2,1,2,4,3,2,3,2,2.0,28.0,F,0,0,00
4490,nochurn,Mr. Joel Campbell,yes,business,single,6411,1,1,1,1,2,5,5,4,4,4,4,4,4,4,3.142857142857143,40.0,M,1,3,13
4491,nochurn,Ms. Lauren Duke,yes,business,single,5119,5,5,5,5,3,3,3,3,3,1,3,5,2,3,3.5,16.0,F,2,1,21
4492,churn,Mr. Bradley Valencia,yes,leisure,double,4273,3,4,3,3,1,3,1,1,1,4,4,1,4,1,2.4285714285714284,64.0,M,0,2,02
4493,nochurn,Mr. Daniel Collins,yes,leisure,double,4992,4,5,5,3,2,5,2,2,3,3,5,3,4,2,3.4285714285714284,57.0,M,2,3,23
4494,churn,Mr. Nicholas Mendez,yes,leisure,double,4525,2,5,2,3,3,2,3,3,1,2,4,5,4,3,3.0,24.0,M,0,2,02
4495,churn,Mr. Daniel Rogers,yes,business,single,4377,1,1,1,1,5,4,3,1,1,1,1,1,1,4,1.8571428571428572,57.0,M,0,2,02
4496,churn,Ms. Sonya Davis,yes,business,single,4307,3,2,2,2,4,3,4,3,3,3,3,4,3,4,3.0714285714285716,64.0,F,1,0,10
4497,churn,Ms. Kelsey Gibbs,no,business,single,4868,2,2,2,3,2,2,2,2,2,1,4,3,4,2,2.357142857142857,36.0,F,0,0,00
4498,nochurn,Ms. Lacey Smith,yes,leisure,double,3472,3,3,3,3,3,4,4,4,4,4,4,5,4,3,3.642857142857143,37.0,F,2,1,21
4499,churn,Mr. Benjamin Ramos,yes,leisure,double,4760,2,2,2,3,2,2,2,2,4,4,4,3,4,2,2.7142857142857144,70.0,M,0,2,02
4500,churn,Ms. Jessica Wright,yes,business,suite,5509,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1.1428571428571428,29.0,F,0,0,00
4501,churn,Mr. Arthur Hanson,yes,leisure,double,5246,1,5,1,2,1,1,1,1,5,3,5,3,4,1,2.4285714285714284,71.0,M,0,2,02
4502,churn,Ms. Laurie Young,no,business,double,5249,3,4,3,3,3,3,3,3,2,3,3,3,4,3,3.0714285714285716,34.0,F,0,0,00
4503,churn,Mr. Samuel Henry,yes,business,single,6650,4,3,3,3,3,2,3,4,4,3,4,4,4,3,3.357142857142857,43.0,M,2,2,22
4504,churn,Ms. Patricia Robinson,yes,business,double,6414,2,5,2,2,3,3,3,2,2,2,2,2,2,4,2.5714285714285716,46.0,F,0,0,00
4505,nochurn,Mr. Jeffrey Parker,yes,business,single,4699,4,4,4,4,5,5,5,5,4,1,2,2,5,5,3.9285714285714284,34.0,M,2,3,23
4506,churn,Mr. Dillon Henry,yes,leisure,double,4816,3,3,3,3,4,3,4,4,2,3,4,3,3,4,3.2857142857142856,53.0,M,1,2,12
4507,nochurn,Ms. Stephanie Bautista,yes,business,single,3550,4,4,4,4,3,4,4,5,5,5,5,3,5,3,4.142857142857143,42.0,F,2,1,21
4508,churn,Mr. Robert Robinson,yes,business,single,5397,1,3,3,3,1,4,3,1,1,1,1,3,1,3,2.0714285714285716,47.0,M,0,2,02
4509,nochurn,Ms. Ashley Gardner,no,business,double,4739,4,4,4,2,2,4,2,2,4,1,1,1,4,2,2.642857142857143,24.0,F,0,0,00
4510,churn,Ms. Katrina Campbell,yes,business,double,6932,1,0,0,3,1,4,3,5,5,1,5,3,5,3,2.7857142857142856,53.0,F,1,0,10
4511,nochurn,Ms. Brooke Whitaker,yes,leisure,double,5491,4,4,4,4,4,5,5,4,4,4,4,5,4,5,4.285714285714286,27.0,F,2,1,21
4512,nochurn,Mr. Gabriel Myers,yes,business,suite,3309,4,4,4,4,4,4,5,4,5,4,4,4,3,4,4.071428571428571,23.0,M,2,3,23
4513,nochurn,Ms. Elizabeth Macias,yes,business,single,3742,4,4,4,4,2,2,2,2,3,5,4,4,4,2,3.2857142857142856,37.0,F,0,1,01
4514,nochurn,Mr. Robert Carter,yes,business,single,3952,4,4,4,4,4,4,5,5,5,4,5,4,5,4,4.357142857142857,43.0,M,2,3,23
4515,churn,Mr. Samuel Hall,yes,leisure,double,4721,2,4,2,4,1,2,1,1,3,4,4,4,4,1,2.642857142857143,42.0,M,0,2,02
4516,churn,Mr. Antonio Thompson,yes,business,double,4360,1,4,4,4,1,1,1,1,1,3,4,1,3,1,2.142857142857143,54.0,M,0,2,02
4517,nochurn,Ms. Natalie Ruiz,yes,leisure,double,5596,5,5,5,3,5,4,4,1,1,5,1,4,1,4,3.4285714285714284,57.0,F,2,1,21
4518,churn,Mr. Omar Young,no,business,double,4481,2,3,2,3,2,2,2,4,3,3,4,2,3,2,2.642857142857143,29.0,M,0,0,00
4519,nochurn,Mr. Sean Phillips,yes,business,single,4942,4,4,4,4,3,3,3,3,4,2,1,4,3,3,3.2142857142857144,32.0,M,0,3,03
4520,churn,Ms. Kristine Hughes,no,business,suite,4578,4,4,4,3,2,4,2,2,1,3,4,2,3,2,2.857142857142857,43.0,F,0,0,00
4521,nochurn,Mr. Jesus Wood,yes,business,single,2743,2,2,2,2,5,5,5,5,3,3,4,3,5,5,3.642857142857143,28.0,M,1,3,13
4522,churn,Ms. Jessica Hernandez,no,business,double,5301,1,0,1,1,5,1,5,5,2,3,4,1,1,5,2.5,21.0,F,1,0,10
4523,churn,Mr. Mark Gibson,yes,business,single,5584,3,3,3,3,4,3,3,3,3,2,3,1,3,2,2.7857142857142856,54.0,M,0,2,02
4524,nochurn,Ms. Wendy Nguyen,yes,business,single,3674,1,1,1,1,2,4,4,4,4,4,4,3,4,4,2.9285714285714284,58.0,F,1,1,11
4525,churn,Mr. Craig Morrow,no,business,double,5777,1,5,1,1,2,1,2,2,4,5,5,3,5,2,2.7857142857142856,24.0,M,0,0,00
4526,nochurn,Ms. Natalie Thompson,yes,leisure,double,4777,3,3,3,3,4,4,4,5,5,5,5,5,5,3,4.071428571428571,43.0,F,2,1,21
4527,churn,Mr. Jeffery Roy,no,business,single,5078,2,2,2,5,4,2,4,4,4,3,4,5,5,4,3.5714285714285716,36.0,M,1,0,10
4528,nochurn,Ms. Tara Carr,yes,business,single,5980,1,1,1,1,5,4,4,5,5,5,5,3,5,4,3.5,54.0,F,1,1,11
4529,nochurn,Mr. Paul Ibarra,yes,business,single,4914,1,1,1,1,5,4,4,4,4,4,4,3,4,3,3.0714285714285716,60.0,M,1,3,13
4530,nochurn,Ms. Sara Phillips,no,business,single,5861,5,5,5,3,4,5,4,4,4,4,4,3,4,4,4.142857142857143,62.0,F,2,0,20
4531,nochurn,Ms. Heather Newton,yes,leisure,double,5737,5,5,5,5,5,3,3,4,4,4,4,2,4,4,4.071428571428571,58.0,F,2,1,21
4532,nochurn,Ms. Rebecca Winters,yes,leisure,double,3305,0,1,0,3,0,4,4,2,2,3,4,4,3,4,2.4285714285714284,36.0,F,1,1,11
4533,nochurn,Ms. Amy Walsh,yes,leisure,suite,5262,3,4,3,3,5,5,4,4,4,4,4,4,4,4,3.9285714285714284,36.0,F,2,1,21
4534,churn,Mr. Alan Ali,yes,leisure,double,4968,2,1,2,2,4,2,4,4,1,4,2,1,3,4,2.5714285714285716,20.0,M,1,2,12
4535,churn,Mr. Troy Pena,yes,business,single,4262,3,5,5,5,3,3,3,3,4,3,4,4,3,3,3.642857142857143,25.0,M,2,2,22
4536,nochurn,Mr. Daniel King,yes,business,single,6942,0,5,0,2,2,5,5,2,2,2,2,3,2,3,2.5,53.0,M,0,3,03
4537,nochurn,Mr. Randall Mitchell,no,business,single,5311,4,4,4,3,5,4,5,5,3,5,4,5,4,5,4.285714285714286,39.0,M,2,3,23
4538,nochurn,Mr. Tony Higgins,yes,business,single,3091,5,5,5,5,2,4,4,5,5,5,5,5,5,4,4.571428571428571,41.0,M,2,3,23
4539,nochurn,Ms. Samantha Reynolds,yes,business,single,5947,5,5,5,5,4,4,5,4,4,4,4,4,4,3,4.285714285714286,39.0,F,2,1,21
4540,churn,Mr. David Jones,yes,leisure,double,4016,1,5,0,3,2,0,2,2,4,2,5,4,4,2,2.5714285714285716,64.0,M,0,2,02
4541,nochurn,Ms. Carolyn Dougherty,yes,business,single,6259,4,4,4,4,2,5,5,2,2,2,2,3,2,5,3.2857142857142856,50.0,F,2,1,21
4542,nochurn,Mr. Adrian Moore,yes,business,single,4393,3,3,1,3,3,5,4,4,4,4,4,5,4,3,3.5714285714285716,44.0,M,1,3,13
4543,churn,Ms. Elizabeth Smith,no,business,single,5321,2,2,2,4,5,2,3,5,1,4,3,1,3,5,3.0,34.0,F,1,0,10
4544,nochurn,Mr. Jason Lee,yes,business,single,4000,2,2,2,2,2,3,4,4,4,4,4,4,4,2,3.0714285714285716,49.0,M,1,3,13
4545,churn,Mr. Jason Taylor,yes,leisure,suite,4836,3,3,3,1,4,3,4,4,3,4,2,4,2,4,3.142857142857143,37.0,M,1,2,12
4546,nochurn,Ms. Shannon Johnson,yes,leisure,double,5118,2,2,3,2,2,2,2,2,3,1,2,5,4,2,2.4285714285714284,46.0,F,0,1,01
4547,nochurn,Ms. Olivia Ramirez,yes,business,single,2854,5,5,4,5,5,4,5,5,4,2,5,4,5,5,4.5,26.0,F,2,1,21
4548,churn,Ms. Kathleen Ross,yes,business,single,4721,4,1,3,3,4,4,4,4,3,5,3,3,4,4,3.5,26.0,F,1,0,10
4549,nochurn,Ms. Jean Porter,yes,business,single,3902,3,3,3,3,4,4,4,4,3,5,4,4,5,4,3.7857142857142856,19.0,F,2,1,21
4550,nochurn,Mr. Gerald Hartman,yes,business,single,4423,1,1,5,1,1,2,1,4,4,4,4,1,4,3,2.5714285714285716,47.0,M,0,3,03
4551,churn,Ms. Chelsey Hill,yes,business,single,3241,3,5,5,5,5,3,3,3,3,3,3,4,3,3,3.642857142857143,55.0,F,2,0,20
4552,churn,Mr. Christopher Brooks,yes,business,single,5529,3,3,3,3,3,3,3,3,2,4,4,2,4,3,3.0714285714285716,31.0,M,0,2,02
4553,churn,Mr. Daniel Lambert,yes,leisure,double,5944,4,4,4,3,5,4,5,5,3,4,4,5,4,5,4.214285714285714,66.0,M,2,2,22
4554,churn,Ms. Christine Ramos,yes,leisure,double,4342,3,5,3,5,5,3,5,5,4,4,5,4,5,5,4.357142857142857,16.0,F,2,2,22
4555,churn,Mr. Michael Simmons,no,business,double,5179,2,0,2,4,2,2,2,2,1,3,4,2,2,2,2.142857142857143,27.0,M,0,0,00
4556,nochurn,Ms. Theresa Thompson,yes,business,single,6437,2,2,2,2,3,1,3,4,4,4,4,5,4,2,3.0,36.0,F,1,1,11
4557,churn,Mr. Raymond Medina,yes,leisure,suite,4419,3,4,3,4,3,3,3,3,2,3,4,1,4,3,3.0714285714285716,46.0,M,0,2,02
4558,churn,Ms. Yolanda Aguirre,yes,business,double,2823,1,3,3,3,1,1,1,2,1,2,4,1,2,1,1.8571428571428572,41.0,F,0,0,00
4559,nochurn,Mr. Gary Harmon,yes,business,single,2456,5,5,5,5,5,5,5,5,5,4,3,2,1,5,4.285714285714286,29.0,M,2,3,23
4560,churn,Mr. Joseph White,yes,leisure,double,4667,2,4,2,2,3,2,4,3,1,4,4,4,4,3,3.0,49.0,M,0,2,02
4561,churn,Ms. Janet Allen,yes,business,single,4411,2,5,5,5,1,2,3,2,2,2,2,3,2,1,2.642857142857143,50.0,F,0,0,00
4562,churn,Mr. David Cohen,yes,business,single,6523,3,2,2,2,2,3,2,3,3,3,3,1,3,3,2.5,48.0,M,0,2,02
4563,nochurn,Mr. Gerald Reynolds,yes,leisure,double,5599,5,0,5,4,3,5,2,3,5,2,4,1,4,3,3.2857142857142856,19.0,M,2,3,23
4564,nochurn,Ms. Kathleen Duncan,yes,leisure,double,5357,3,3,3,3,5,5,5,3,3,3,3,3,3,5,3.5714285714285716,66.0,F,2,1,21
4565,nochurn,Ms. Jessica Bush,yes,leisure,double,6861,2,2,2,2,2,5,5,5,5,5,5,3,5,4,3.7142857142857144,50.0,F,1,1,11
4566,nochurn,Ms. Patricia Johnson,yes,business,double,6732,3,2,2,2,3,2,2,3,3,3,3,5,3,1,2.642857142857143,50.0,F,0,1,01
4567,nochurn,Ms. Jennifer Harris,yes,business,double,5251,5,3,3,3,4,4,2,5,5,5,5,5,5,5,4.214285714285714,45.0,F,2,1,21
4568,nochurn,Ms. Kathy Chan,yes,leisure,single,5589,4,5,4,2,3,4,3,3,5,2,4,3,5,3,3.5714285714285716,28.0,F,2,1,21
4569,churn,Ms. Dawn Haynes,yes,business,single,3704,5,1,3,1,5,4,5,5,1,2,4,1,3,5,3.2142857142857144,32.0,F,1,0,10
4570,nochurn,Ms. Julie Daniel DVM,yes,leisure,double,4980,0,4,0,3,5,3,3,4,4,0,4,1,4,2,2.642857142857143,52.0,F,1,1,11
4571,churn,Ms. Kimberly Morales,yes,leisure,suite,6678,4,4,4,3,3,4,4,4,4,4,4,5,4,4,3.9285714285714284,53.0,F,2,2,22
4572,nochurn,Ms. Tonya Crawford,yes,business,single,4911,1,1,1,1,3,4,4,4,4,4,4,3,4,3,2.9285714285714284,56.0,F,1,1,11
4573,churn,Mr. Paul Johnson DDS,yes,business,double,5673,2,1,5,5,2,2,2,2,3,1,3,3,3,2,2.5714285714285716,39.0,M,0,2,02
4574,nochurn,Mr. Alexander Sanders,yes,business,double,4302,5,5,5,5,5,5,5,5,4,1,4,1,2,5,4.071428571428571,41.0,M,2,3,23
4575,nochurn,Mr. Daniel Williams,yes,leisure,double,4392,4,1,4,4,3,4,3,3,2,4,3,4,4,3,3.2857142857142856,38.0,M,2,3,23
4576,nochurn,Mr. Sean Smith,yes,business,single,3002,3,3,3,3,4,1,5,2,2,2,2,3,2,1,2.5714285714285716,47.0,M,0,3,03
4577,churn,Mr. Anthony Kemp,yes,business,single,3105,3,4,4,4,3,3,3,3,4,1,3,1,2,3,2.9285714285714284,28.0,M,0,2,02
4578,nochurn,Mr. Ray Tran,yes,business,single,3205,2,2,2,2,4,4,4,4,3,3,5,2,3,4,3.142857142857143,31.0,M,1,3,13
4579,nochurn,Mr. Tyrone Tate,no,business,double,4802,4,0,4,3,4,2,2,2,5,4,1,2,5,2,2.857142857142857,23.0,M,0,3,03
4580,churn,Mr. Kevin Dixon,no,business,double,5158,3,3,3,1,1,3,2,1,2,5,5,2,2,1,2.4285714285714284,26.0,M,0,0,00
4581,nochurn,Ms. Patricia Scott,yes,leisure,suite,4374,3,3,3,3,5,5,4,4,4,4,4,3,4,4,3.7857142857142856,28.0,F,2,1,21
4582,nochurn,Ms. Sarah Mcdonald,yes,business,single,3751,1,1,1,1,4,4,4,4,3,2,5,4,5,4,3.0714285714285716,24.0,F,1,1,11
4583,nochurn,Mr. Ricky Perry,yes,business,single,3434,4,4,3,4,4,5,5,5,5,5,5,5,5,3,4.428571428571429,45.0,M,2,3,23
4584,churn,Mr. James Gregory,yes,business,single,3950,1,3,3,3,1,3,4,1,1,2,1,1,1,3,2.0,38.0,M,0,2,02
4585,nochurn,Mr. David Hudson,yes,business,single,6616,0,0,0,2,3,4,5,4,4,4,4,3,4,3,2.857142857142857,50.0,M,1,3,13
4586,nochurn,Ms. Sarah Warner,yes,business,single,4725,3,3,2,3,5,5,5,5,5,5,5,5,5,5,4.357142857142857,34.0,F,2,1,21
4587,churn,Mr. Jeffrey Hartman,yes,leisure,double,4138,2,4,2,4,3,2,3,3,4,1,4,4,4,3,3.0714285714285716,64.0,M,0,2,02
4588,nochurn,Mr. Andre Lowery MD,yes,business,single,4068,5,5,5,5,3,5,4,5,5,5,5,4,5,4,4.642857142857143,57.0,M,2,3,23
4589,churn,Mr. Martin Padilla,yes,leisure,double,4050,2,1,2,1,3,2,3,3,3,2,2,4,2,3,2.357142857142857,41.0,M,0,2,02
4590,nochurn,Mr. Frank Weeks,yes,business,single,3351,4,4,4,4,2,4,5,5,5,5,5,4,5,4,4.285714285714286,36.0,M,2,3,23
4591,nochurn,Ms. Sarah Garcia,yes,business,suite,4204,5,2,2,2,5,5,5,2,1,3,5,5,2,5,3.5,52.0,F,1,1,11
4592,churn,Mr. Patrick White,no,business,single,2509,3,3,3,2,3,3,3,1,2,1,3,3,4,3,2.642857142857143,27.0,M,0,0,00
4593,churn,Mr. Paul Munoz,yes,leisure,double,4870,1,5,0,3,3,0,3,3,4,4,4,5,5,3,3.0714285714285716,24.0,M,1,2,12
4594,nochurn,Ms. Ann Chandler,yes,business,single,6895,0,4,0,4,2,3,5,4,4,5,5,3,4,5,3.4285714285714284,49.0,F,1,1,11
4595,churn,Mr. Richard Gibson,yes,leisure,suite,4573,2,5,2,4,1,2,1,1,5,4,4,5,5,1,3.0,42.0,M,0,2,02
4596,nochurn,Ms. Brianna Pace,yes,leisure,single,6632,3,3,3,3,4,1,2,5,5,5,5,5,5,5,3.857142857142857,63.0,F,1,1,11
4597,nochurn,Ms. Nicole Melton,yes,business,single,4776,3,3,3,3,5,5,5,5,4,5,5,5,5,5,4.357142857142857,27.0,F,2,1,21
4598,nochurn,Ms. Erika Brown,yes,leisure,double,4955,3,3,3,3,2,4,5,2,2,2,2,3,2,5,2.9285714285714284,39.0,F,0,1,01
4599,churn,Ms. Mary Evans,no,business,double,5045,3,0,3,1,3,3,3,3,3,2,2,5,5,3,2.7857142857142856,22.0,F,1,0,10
4600,nochurn,Mr. Brian Duncan,yes,business,single,4306,2,2,2,2,5,4,5,4,4,4,4,3,4,5,3.5714285714285716,46.0,M,1,3,13
4601,nochurn,Ms. Elizabeth Griffith,yes,leisure,suite,6389,4,2,4,4,3,4,4,3,3,4,3,3,3,2,3.2857142857142856,42.0,F,2,1,21
4602,nochurn,Mr. Derek Wilson,yes,business,single,6135,3,3,3,3,3,4,5,4,4,4,4,5,4,4,3.7857142857142856,59.0,M,2,3,23
4603,nochurn,Mr. Keith Hoover,yes,business,double,5289,5,1,1,1,5,5,5,5,1,4,5,5,2,5,3.5714285714285716,34.0,M,1,3,13
4604,nochurn,Ms. Chelsea Fisher,yes,leisure,double,5803,2,2,2,2,3,3,3,3,4,5,5,4,5,3,3.2857142857142856,40.0,F,1,1,11
4605,nochurn,Ms. Christine Robertson,yes,business,single,3063,2,2,2,2,4,4,4,4,4,2,4,5,5,4,3.4285714285714284,26.0,F,1,1,11
4606,churn,Mr. Dennis Guzman,no,business,single,4473,3,3,3,3,4,3,4,4,4,3,4,3,3,4,3.4285714285714284,40.0,M,2,0,20
4607,churn,Mr. Christopher Miller,yes,leisure,double,4724,3,4,3,4,1,3,1,1,3,5,5,5,4,1,3.0714285714285716,24.0,M,0,2,02
4608,nochurn,Mr. Andre Lester,yes,business,double,4955,5,1,1,1,5,5,5,5,4,1,3,3,1,5,3.2142857142857144,51.0,M,1,3,13
4609,nochurn,Ms. Donna Riddle,yes,business,single,4097,5,5,3,5,5,5,5,5,2,4,4,1,1,5,3.9285714285714284,26.0,F,2,1,21
4610,nochurn,Mr. Parker Tate,no,business,double,5593,5,0,5,4,3,5,4,3,1,2,5,5,5,3,3.5714285714285716,24.0,M,2,3,23
4611,nochurn,Ms. Brittany Lawrence,no,business,single,4991,5,0,5,2,1,5,1,1,2,1,2,3,2,1,2.2142857142857144,25.0,F,0,0,00
4612,nochurn,Ms. Monica Johnston,yes,leisure,double,5054,3,3,3,3,5,5,5,2,2,3,2,5,2,5,3.4285714285714284,41.0,F,2,1,21
4613,nochurn,Mr. Joshua Barron,yes,business,single,6529,2,2,2,2,2,5,5,4,4,4,4,3,4,5,3.4285714285714284,40.0,M,1,3,13
4614,nochurn,Mr. Frederick Johnson,yes,business,single,5318,2,2,5,2,2,5,4,5,5,5,5,3,5,4,3.857142857142857,38.0,M,2,3,23
4615,nochurn,Mr. Michael Young,yes,business,single,4177,3,3,3,3,5,4,4,5,5,5,5,4,5,4,4.142857142857143,52.0,M,2,3,23
4616,nochurn,Ms. Stephanie Joseph,yes,leisure,double,5201,4,4,4,4,2,5,4,5,5,5,5,5,5,5,4.428571428571429,20.0,F,2,1,21
4617,churn,Mr. Robert Marks,no,business,double,5224,3,0,3,4,1,3,1,1,5,4,4,4,5,1,2.7857142857142856,22.0,M,0,0,00
4618,nochurn,Ms. Jessica Hurst,yes,leisure,double,5736,4,3,4,3,2,4,4,4,4,4,5,3,4,3,3.642857142857143,30.0,F,2,1,21
4619,nochurn,Ms. Miranda Green,no,business,single,4932,5,0,5,3,4,5,4,4,3,5,5,3,4,4,3.857142857142857,22.0,F,2,0,20
4620,churn,Mr. Richard Cole,no,business,double,4965,3,0,3,3,3,3,3,3,5,1,3,1,5,3,2.7857142857142856,24.0,M,0,0,00
4621,nochurn,Ms. Sara Pena,yes,business,single,3059,0,4,0,5,2,5,5,4,4,4,4,5,4,5,3.642857142857143,45.0,F,1,1,11
4622,churn,Ms. Teresa King,yes,business,double,5235,2,1,4,1,1,2,2,1,1,2,1,2,1,2,1.6428571428571428,48.0,F,0,0,00
4623,nochurn,Ms. Ann Walker,yes,business,single,4205,0,0,0,3,2,5,4,3,3,3,3,5,3,5,2.7857142857142856,61.0,F,1,1,11
4624,nochurn,Ms. Jessica Dean,yes,business,single,6375,3,3,3,3,2,4,4,4,4,4,4,4,4,4,3.5714285714285716,37.0,F,2,1,21
4625,churn,Ms. Kathryn Acevedo,no,leisure,double,5491,2,4,2,4,2,2,2,2,2,1,4,4,3,2,2.5714285714285716,37.0,F,0,0,00
4626,churn,Ms. Mary Rodriguez,yes,business,single,3882,2,3,3,3,2,2,2,2,2,1,4,3,4,2,2.5,23.0,F,0,0,00
4627,churn,Mr. Billy Haney,no,business,double,4488,1,1,1,5,5,1,4,5,5,3,4,4,3,5,3.357142857142857,25.0,M,1,0,10
4628,churn,Ms. Karen Meza,no,business,double,5136,2,0,2,4,1,2,3,1,1,2,3,3,1,1,1.8571428571428572,22.0,F,0,0,00
4629,nochurn,Ms. Anna Wright,yes,business,double,5276,2,3,3,3,2,2,2,2,4,4,3,1,3,2,2.5714285714285716,40.0,F,0,1,01
4630,churn,Ms. Alicia Rodriguez,no,business,double,4882,2,0,1,4,3,1,3,3,1,2,4,1,3,3,2.2142857142857144,37.0,F,0,0,00
4631,churn,Mr. Kenneth Porter,yes,leisure,suite,4954,2,4,2,2,4,2,4,4,5,3,4,4,4,4,3.4285714285714284,71.0,M,1,2,12
4632,nochurn,Ms. Rachael Galvan,yes,leisure,double,6096,4,4,1,4,5,5,5,5,1,5,4,5,4,5,4.071428571428571,71.0,F,2,1,21
4633,churn,Ms. Carolyn Williams,no,business,double,4151,2,2,2,4,4,2,4,4,2,5,4,4,4,4,3.357142857142857,27.0,F,1,0,10
4634,churn,Mr. John Owens,yes,leisure,double,5163,2,4,2,1,3,2,1,3,5,4,4,1,4,3,2.7857142857142856,54.0,M,0,2,02
